time,AQI,SO2,PM2.5,PM10,NO2,CO,O3_8h
2021/9/2,31,13,11,22,13,0.5,61
2021/9/3,41,15,13,27,14,0.5,81
2021/9/4,39,13,16,30,17,0.5,78
2021/9/5,48,14,16,34,16,0.5,95
2021/9/6,68,11,14,32,14,0.6,121
2021/9/7,46,8,16,29,15,0.6,92
2021/9/8,49,6,22,36,15,0.8,98
2021/9/9,49,8,17,36,16,0.7,97
2021/9/10,59,10,20,41,16,0.7,110
2021/9/11,73,8,53,79,22,0.9,106
2021/9/12,84,9,62,89,27,0.8,81
2021/9/13,72,11,52,82,26,0.7,105
2021/9/14,76,8,29,50,15,0.8,131
2021/9/15,50,10,19,34,12,0.6,100
2021/9/16,37,7,7,20,11,0.5,74
2021/9/17,35,10,11,25,12,0.6,69
2021/9/18,62,9,16,34,14,0.6,114
2021/9/19,44,9,19,33,12,0.7,88
2021/9/20,34,10,15,32,13,0.6,67
2021/9/21,40,8,12,22,8,0.5,80
2021/9/22,44,14,14,29,11,0.6,87
2021/9/23,50,14,13,27,11,0.6,99
2021/9/24,40,12,11,27,12,0.5,79
2021/9/25,52,11,17,35,16,0.6,102
2021/9/26,69,13,23,43,16,0.6,122
2021/9/27,66,17,25,45,15,0.6,119
2021/9/28,70,16,30,48,16,0.7,124
2021/9/29,65,12,29,49,16,0.7,117
2021/9/30,59,9,30,44,11,0.7,110
2021/10/1,64,8,27,42,11,0.7,116
2021/10/2,61,8,24,42,12,0.7,113
2021/10/3,52,10,27,41,10,0.6,102
2021/10/4,60,10,18,34,12,0.6,111
2021/10/5,68,13,23,43,14,0.7,121
2021/10/6,73,8,53,79,22,0.9,106
2021/10/7,84,9,62,89,27,0.8,81
2021/10/8,72,11,52,82,26,0.7,105
2021/10/9,26,5,18,24,11,0.9,48
2021/10/10,23,5,10,19,11,0.9,45
2021/10/11,31,7,7,18,8,0.7,61
2021/10/12,30,6,12,23,10,0.5,59
2021/10/13,42,6,17,28,14,0.5,84
2021/10/14,39,7,18,28,10,0.6,78
2021/10/15,37,7,11,18,11,0.7,73
2021/10/16,28,6,5,16,11,0.5,55
2021/10/17,27,7,6,14,10,0.6,53
2021/10/18,39,8,22,37,11,0.6,78
2021/10/19,52,10,34,53,19,0.7,90
2021/10/20,53,10,36,55,17,0.7,50
2021/10/21,25,7,4,9,9,0.6,49
2021/10/22,30,7,15,26,11,0.5,59
2021/10/23,40,8,24,34,13,0.5,80
2021/10/24,59,9,31,47,16,0.6,110
2021/10/25,68,8,37,54,20,0.6,121
2021/10/26,61,9,37,55,21,0.6,113
2021/10/27,59,10,42,57,14,0.6,103
2021/10/28,73,8,53,79,22,0.9,106
2021/10/29,84,9,62,89,27,0.8,81
2021/10/30,72,11,52,82,26,0.7,105
2021/10/31,28,7,19,24,16,0.9,44
2021/11/1,30,5,6,9,12,0.9,59
2021/11/2,26,5,6,8,11,0.9,51
2021/11/3,28,7,19,28,14,0.9,42
2021/11/4,51,9,31,52,25,1.1,63
2021/11/5,52,10,30,53,24,0.8,56
2021/11/6,52,9,29,53,25,0.8,49
2021/11/7,24,6,13,24,12,0.7,41
2021/11/8,36,6,12,29,10,0.4,72
2021/11/9,39,8,16,32,11,0.5,78
2021/11/10,44,8,20,33,18,0.6,88
2021/11/11,45,8,22,43,28,0.6,90
2021/11/12,47,11,29,47,20,0.6,85
2021/11/13,55,10,36,60,25,0.7,106
2021/11/14,55,9,35,60,33,0.7,103
2021/11/15,51,8,35,51,24,0.7,87
2021/11/16,41,7,28,41,20,0.6,48
2021/11/17,24,6,12,17,15,0.7,47
2021/11/18,36,6,24,32,18,0.7,71
2021/11/19,47,8,27,47,30,0.9,43
2021/11/20,55,10,39,60,33,0.9,23
2021/11/21,23,6,10,16,17,0.9,43
2021/11/22,30,5,10,24,15,0.6,60
2021/11/23,50,7,17,50,15,0.5,78
2021/11/24,52,8,20,54,18,0.6,74
2021/11/25,55,8,31,59,27,0.7,69
2021/11/26,53,8,32,56,26,0.7,97
2021/11/27,58,8,36,64,29,0.7,109
2021/11/28,73,8,53,79,22,0.9,106
2021/11/29,84,9,62,89,27,0.8,81
2021/11/30,72,11,52,82,26,0.7,105
2021/12/1,48,7,17,42,23,0.5,95
2021/12/2,53,7,31,56,29,0.6,103
2021/12/3,59,8,38,68,36,0.7,101
2021/12/4,57,8,35,63,37,0.6,103
2021/12/5,62,9,44,70,39,0.7,114
2021/12/6,65,8,47,76,42,0.8,112
2021/12/7,61,8,41,71,43,0.7,109
2021/12/8,75,11,44,71,30,0.7,129
2021/12/9,108,13,81,107,30,1,132
2021/12/10,114,9,86,121,48,1.1,132
2021/12/11,97,8,72,103,43,1,132
2021/12/12,105,8,79,95,23,1,96
2021/12/13,67,6,48,61,22,0.8,82
2021/12/14,69,8,50,78,35,1.1,93
2021/12/15,83,8,61,104,47,1.2,93
2021/12/16,80,8,59,90,31,1,110
2021/12/17,52,7,32,53,19,0.8,88
2021/12/18,62,10,41,73,23,0.8,107
2021/12/19,68,10,47,86,33,0.9,109
2021/12/20,82,11,60,85,29,0.9,65
2021/12/21,37,6,20,29,17,0.7,73
2021/12/22,53,9,36,56,27,0.8,63
2021/12/23,62,8,39,74,34,0.8,66
2021/12/24,59,10,42,64,26,0.8,63
2021/12/25,53,8,37,53,21,1,49
2021/12/26,24,7,11,19,19,0.7,22
2021/12/27,30,6,21,28,15,0.7,31
2021/12/28,36,6,25,32,18,0.7,27
2021/12/29,22,6,13,20,17,0.8,26
2021/12/30,30,7,19,30,16,0.7,55
2021/12/31,58,9,41,55,18,0.9,60
2022/1/1,67,8,48,54,17,1,45
2022/1/2,59,8,42,52,23,1,73
2022/1/3,83,10,61,90,40,1.1,69
2022/1/4,94,10,70,106,43,1.1,93
2022/1/5,80,10,59,84,34,1,90
2022/1/6,65,7,47,58,18,1.2,45
2022/1/7,28,7,15,26,19,1.1,24
2022/1/8,25,6,17,23,20,0.9,14
2022/1/9,25,6,10,14,20,0.9,10
2022/1/10,25,6,17,22,19,1,19
2022/1/11,35,6,23,32,20,0.9,70
2022/1/12,73,8,53,79,22,0.9,106
2022/1/13,84,9,62,89,27,0.8,81
2022/1/14,72,11,52,82,26,0.7,105
2022/1/15,63,6,45,52,22,1.1,25
2022/1/16,28,6,14,17,17,1.1,28
2022/1/17,28,6,9,11,18,1.1,33
2022/1/18,28,6,15,25,19,1.1,46
2022/1/19,43,6,25,43,26,1,57
2022/1/20,51,8,32,51,25,0.9,57
2022/1/21,55,7,36,59,29,1,43
2022/1/22,57,7,40,53,28,0.9,56
2022/1/23,33,6,23,32,23,0.9,38
2022/1/24,24,6,11,13,19,0.9,20
2022/1/25,28,6,16,23,17,1.1,22
2022/1/26,43,7,30,42,20,1.2,22
2022/1/27,33,7,20,26,16,1.3,20
2022/1/28,30,6,14,19,12,1.2,26
2022/1/29,25,6,8,10,10,1,36
2022/1/30,32,6,20,21,9,0.8,63
2022/1/31,28,6,19,21,8,0.8,52
2022/2/1,39,7,27,29,8,0.9,40
2022/2/2,26,7,18,20,7,0.9,43
2022/2/3,31,7,12,15,7,0.7,62
2022/2/4,46,7,32,36,8,0.6,70
2022/2/5,40,7,28,33,8,0.6,60
2022/2/6,30,6,21,24,9,0.7,39
2022/2/7,20,6,9,10,9,0.8,39
2022/2/8,28,6,10,12,8,0.7,56
2022/2/9,24,7,9,12,8,0.7,48
2022/2/10,20,7,13,16,9,0.8,40
2022/2/11,20,7,9,12,9,0.8,27
2022/2/12,22,7,15,21,11,0.8,36
2022/2/13,25,6,13,13,11,0.7,49
2022/2/14,37,7,20,26,14,0.8,74
2022/2/15,35,7,24,30,12,0.8,45
2022/2/16,26,7,18,24,14,0.9,31
2022/2/17,25,7,8,12,15,1,23
2022/2/18,20,7,6,8,14,0.8,32
2022/2/19,23,7,7,9,12,0.6,46
2022/2/20,24,8,9,10,13,0.6,48
2022/2/21,33,8,8,13,10,0.6,65
2022/2/22,27,9,9,14,11,0.6,54
2022/2/23,34,8,10,19,12,0.6,68
2022/2/24,43,8,23,31,12,0.6,86
2022/2/25,52,9,36,54,21,0.7,89
2022/2/26,67,10,48,73,28,0.8,93
2022/2/27,84,9,62,93,32,0.9,106
2022/2/28,85,12,63,89,27,0.8,121
2022/3/1,80,10,59,85,28,0.9,70
2022/3/2,74,10,54,81,24,0.8,104
2022/3/3,99,10,74,110,33,0.9,105
2022/3/4,62,10,44,70,26,0.7,87
2022/3/5,89,12,66,100,23,0.9,107
2022/3/6,89,10,66,98,28,0.9,52
2022/3/7,73,8,53,79,22,0.9,106
2022/3/8,84,9,62,89,27,0.8,81
2022/3/9,72,11,52,82,26,0.7,105
2022/3/10,82,12,39,73,31,0.6,138
2022/3/11,70,12,49,83,30,0.7,123
2022/3/12,69,12,45,79,32,0.6,122
2022/3/13,55,13,32,60,26,0.5,78
2022/3/14,68,13,49,83,30,0.7,70
2022/3/15,77,10,56,88,29,0.8,112
2022/3/16,62,11,44,66,27,0.6,68
2022/3/17,40,8,22,40,21,0.6,48
2022/3/18,43,8,19,30,19,0.9,85
2022/3/19,57,11,38,60,26,0.8,108
2022/3/20,52,8,34,54,19,0.5,71
2022/3/21,44,8,26,44,20,0.6,50
2022/3/22,19,9,12,18,15,0.7,26
2022/3/23,23,8,9,13,15,0.6,45
2022/3/24,28,11,13,19,22,0.6,29
2022/3/25,33,10,14,28,26,0.7,42
2022/3/26,29,8,17,26,16,0.7,57
2022/3/27,27,8,15,23,14,0.6,53
2022/3/30,34,13,20,34,23,0.7,46
2022/3/31,32,9,17,31,17,0.8,64
2022/4/1,36,8,10,15,14,0.6,72
2022/4/2,73,8,53,79,22,0.9,106
2022/4/3,84,9,62,89,27,0.8,81
2022/4/4,72,11,52,82,26,0.7,105
2022/4/5,96,13,61,94,23,0.7,155
2022/4/6,100,14,75,109,22,0.8,151
2022/4/7,88,10,45,79,28,0.7,145
2022/4/8,88,10,39,82,34,0.7,145
2022/4/9,101,11,46,84,27,0.7,161
2022/4/10,110,13,50,86,25,0.7,170
2022/4/11,101,12,45,81,23,0.7,161
2022/4/12,61,13,39,71,23,0.7,101
2022/4/13,45,8,24,42,18,0.6,90
2022/4/14,65,6,16,35,15,0.7,117
2022/4/15,40,8,24,40,16,0.7,58
2022/4/16,25,5,7,9,13,0.6,50
2022/4/17,26,5,10,15,13,0.6,52
2022/4/18,23,6,10,17,15,0.8,45
2022/4/19,45,7,24,40,19,0.8,90
2022/4/20,55,8,32,60,24,0.8,94
2022/4/21,57,9,32,64,24,0.8,82
2022/4/22,48,8,30,48,24,0.9,43
2022/4/23,32,7,15,28,19,0.8,64
2022/4/24,33,8,19,33,19,0.8,54
2022/4/25,34,8,21,34,19,0.7,40
2022/4/26,41,9,25,41,20,0.8,46
2022/4/27,52,9,31,54,20,0.8,62
2022/4/28,51,9,27,51,21,0.8,54
2022/4/29,34,7,18,34,14,0.8,62
2022/4/30,24,6,15,23,11,0.8,48
2022/5/1,33,6,11,15,11,0.8,66
2022/5/2,52,7,27,44,15,0.7,102
2022/5/3,74,8,26,51,20,0.8,128
2022/5/4,81,10,32,62,26,0.8,137
2022/5/5,80,9,42,73,27,0.9,136
2022/5/6,103,11,60,96,27,1,163
2022/5/7,73,8,53,79,22,0.9,106
2022/5/8,84,9,62,89,27,0.8,81
2022/5/9,72,11,52,82,26,0.7,105
2022/5/10,29,8,20,27,18,0.9,44
2022/5/11,33,7,9,15,10,1,66
2022/5/12,26,6,7,12,11,0.9,52
2022/5/13,30,6,7,14,12,0.8,60
2022/5/14,32,7,15,25,11,0.7,63
2022/5/15,35,7,6,12,10,0.7,69
2022/5/16,46,7,14,22,12,0.7,91
2022/5/17,66,9,26,47,19,0.7,119
2022/5/18,73,8,53,79,22,0.9,106
2022/5/19,84,9,62,89,27,0.8,81
2022/5/20,72,11,52,82,26,0.7,105
2022/5/21,39,8,23,38,12,0.8,78
2022/5/22,29,6,19,25,12,0.7,58
2022/5/23,20,6,6,9,13,0.8,39
2022/5/24,34,8,12,20,12,0.9,67
2022/5/25,54,7,17,34,15,0.9,104
2022/5/26,31,7,16,26,14,0.8,61
2022/5/27,30,8,10,18,12,0.8,60
2022/5/28,37,9,14,24,14,0.8,73
2022/5/29,35,8,15,30,15,0.6,70
2022/5/30,35,8,17,33,13,0.6,70
2022/5/31,32,8,10,22,15,0.6,64
2022/6/1,40,9,19,33,15,0.7,80
2022/6/2,32,8,16,28,14,0.6,64
2022/6/3,33,9,12,21,10,0.5,66
2022/6/4,33,8,16,26,13,0.6,65
2022/6/5,36,8,19,36,18,0.7,65
2022/6/6,38,7,10,17,11,0.6,75
2022/6/7,43,7,12,17,10,0.7,86
2022/6/8,29,7,7,12,11,0.6,58
2022/6/9,44,7,11,20,10,0.5,88
2022/6/10,32,7,10,16,12,0.6,63
2022/6/11,28,8,9,14,12,0.6,56
2022/6/12,26,8,10,18,14,0.7,52
2022/6/13,26,8,14,20,15,0.7,52
2022/6/14,40,7,9,15,11,0.7,80
2022/6/15,41,7,8,15,13,0.7,82
2022/6/16,23,7,11,18,17,0.7,45
2022/6/17,20,7,11,17,16,0.7,38
2022/6/18,24,9,16,24,14,0.7,39
2022/6/19,29,8,14,22,11,0.6,57
2022/6/20,34,7,12,16,13,0.7,67
2022/6/21,20,8,13,18,16,0.7,39
2022/6/22,30,7,15,30,17,0.7,52
2022/6/23,30,8,13,27,14,0.7,59
2022/6/24,35,10,15,29,15,0.7,70
2022/6/25,39,10,19,34,17,0.7,78
2022/6/26,39,9,17,29,16,0.7,78
2022/6/27,36,8,11,22,14,0.7,72
2022/6/28,39,9,16,33,16,0.8,78
2022/6/29,43,8,17,33,14,0.8,85
2022/6/30,43,8,15,29,15,0.7,85
2022/7/1,31,9,10,24,13,0.6,62
2022/7/2,21,8,9,18,12,0.7,42
2022/7/3,23,8,6,8,10,0.7,46
2022/7/4,20,8,8,12,15,0.8,40
2022/7/5,29,9,10,19,14,0.8,58
2022/7/6,31,9,12,22,15,0.7,61
2022/7/7,29,8,7,12,12,0.6,57
2022/7/8,35,8,10,19,13,0.6,69
2022/7/9,49,8,14,29,14,0.6,98
2022/7/10,41,7,15,29,16,0.6,82
2022/7/11,35,8,18,30,14,0.6,69
2022/7/12,36,7,19,32,14,0.6,71
2022/7/13,54,8,22,35,15,0.6,104
2022/7/14,73,8,53,79,22,0.9,106
2022/7/15,84,9,62,89,27,0.8,81
2022/7/16,72,11,52,82,26,0.7,105
2022/7/17,43,8,26,43,17,0.7,61
2022/7/18,35,7,17,32,15,0.7,70
2022/7/19,34,6,15,30,14,0.7,68
2022/7/20,30,7,12,22,12,0.6,59
2022/7/21,38,9,12,23,13,0.6,75
2022/7/22,44,9,18,28,16,0.6,88
2022/7/23,49,10,27,44,19,0.7,97
2022/7/24,50,10,29,43,17,0.7,99
2022/7/25,49,9,26,47,18,0.7,97
2022/7/26,55,10,28,47,16,0.7,105
2022/7/27,53,10,31,50,19,0.7,103
2022/7/28,51,9,32,51,20,0.8,100
2022/7/29,53,9,29,54,20,0.7,103
2022/7/30,61,9,29,65,18,0.7,113
2022/7/31,60,10,27,48,20,0.7,111
2022/8/1,85,9,34,57,19,0.8,142
2022/8/2,64,10,31,48,17,0.8,116
2022/8/3,52,8,20,35,18,0.8,102
2022/8/4,45,8,15,28,15,0.8,90
2022/8/5,30,6,8,16,17,0.6,60
2022/8/6,42,7,11,20,16,0.6,84
2022/8/7,33,8,13,25,15,0.6,66
2022/8/8,36,9,11,23,14,0.6,72
2022/8/9,39,8,11,25,16,0.6,78
2022/8/10,23,7,8,18,14,0.6,45
2022/8/11,29,6,7,14,13,0.5,57
2022/8/12,34,8,9,20,15,0.6,67
2022/8/13,38,7,12,25,17,0.5,75
2022/8/14,40,8,18,34,20,0.6,79
2022/8/15,42,9,19,34,16,0.7,84
2022/8/16,69,9,21,39,17,0.7,122
2022/8/17,54,9,19,34,15,0.7,104
2022/8/18,35,6,10,18,11,0.6,70
2022/8/19,42,8,12,22,17,0.7,83
2022/8/20,28,6,9,17,17,0.6,56
2022/8/21,36,6,8,18,16,0.7,71
2022/8/22,34,7,12,25,15,0.7,67
2022/8/23,45,7,15,32,16,0.8,90
2022/8/24,48,6,19,38,17,0.8,95
2022/8/25,26,6,12,25,16,0.7,52
2022/8/26,35,6,10,20,13,0.6,70
2022/8/27,31,9,14,30,15,0.6,61
2022/8/28,34,9,14,28,16,0.6,68
2022/8/29,45,9,20,38,16,0.7,90
2022/8/30,45,9,26,42,16,0.7,90
2022/8/31,45,7,22,39,13,0.8,90
2022/9/1,47,8,21,40,12,0.7,93
2022/9/2,73,8,53,79,22,0.9,106
2022/9/3,84,9,62,89,27,0.8,81
2022/9/4,72,11,52,82,26,0.7,105
2022/9/5,100,9,35,60,21,0.8,160
2022/9/6,101,11,33,63,25,0.8,161
2022/9/7,80,12,34,68,23,0.8,136
2022/9/8,55,9,25,43,17,0.8,105
2022/9/9,50,8,11,16,12,0.8,100
2022/9/10,70,10,18,30,12,0.8,123
